PACKET INFORMATION OF SPOT_8
Report Taken on : 28/Apr/18 10:22:10
From: 28/Apr/18  00:00:00
To: 28/Apr/18  23:59:59 
SlNo     PKT.TYPE         PACKET                                                                                                            YEAR     LTIME         DATE&TIME                   SEQNO     
118      DUMMY60          97 AB 00 08 31 DE A6 B2 27 7F 00 60 00 12 0F 88 00 00 00 00 00 00 2F AB                                           2018     649209727     04/28/2018 09:45:01:984     12766     
119      DUMMY60          2F AB 00 08 31 DF A6 B2 27 7F 00 60 00 13 0F 88 00 00 00 00 00 00 E7 B7                                           2018     649209727     04/28/2018 09:45:01:984     12767     
120      DUMMY60          E7 B7 00 08 31 E0 A6 B2 27 7F 00 60 00 14 0F 88 00 00 00 00 00 00 96 CD                                           2018     649209727     04/28/2018 09:45:01:984     12768     
121      DUMMY60          96 CD 00 08 31 E1 A6 B2 27 7F 00 60 00 15 0F 88 00 00 00 00 00 00 EE DE                                           2018     649209727     04/28/2018 09:45:01:984     12769     
122      DUMMY60          EE DE 00 08 31 E2 A6 B2 27 7F 00 60 00 16 0F 88 00 00 00 00 00 00 4E 58                                           2018     649209727     04/28/2018 09:45:01:984     12770     
123      DUMMY60          4E 58 00 08 31 E3 A6 B2 27 7F 00 60 00 17 0F 88 00 00 00 00 00 00 8F 3B                                           2018     649209727     04/28/2018 09:45:01:984     12771     
124      DUMMY60          8F 3B 00 08 31 E4 A6 B2 27 7F 00 60 00 18 0F 88 00 00 00 00 00 00 1F 20                                           2018     649209727     04/28/2018 09:45:01:984     12772     
125      DUMMY60          1F 20 00 08 31 E5 A6 B2 27 7F 00 60 00 19 0F 88 00 00 00 00 00 00 CC B2                                           2018     649209727     04/28/2018 09:45:01:984     12773     
126      DUMMY60          CC B2 00 08 31 E6 A6 B2 2C BF 00 60 00 08 0F 8A 00 00 00 00 00 00 CB 1F                                           2018     649211071     04/28/2018 09:45:22:984     12774     
127      DUMMY60          CB 1F 00 08 31 E7 A6 B2 3A 7F 00 60 00 01 0F 88 00 00 00 00 00 00 0C 67                                           2018     649214591     04/28/2018 09:46:17:984     12775     
128      DUMMY60          0C 67 00 08 31 E8 A6 B2 45 7F 00 60 00 02 0F 8B 00 00 00 00 00 00 CE 65                                           2018     649217407     04/28/2018 09:47:01:984     12776     
129      DUMMY60          CE 65 00 08 31 E9 A6 B2 45 7F 00 60 00 03 0F 8B 00 00 00 00 00 00 3A 16                                           2018     649217407     04/28/2018 09:47:01:984     12777     
130      DUMMY60          3A 16 00 08 31 EA A6 B2 45 7F 00 60 00 04 0F 8B 00 00 00 00 00 00 53 C5                                           2018     649217407     04/28/2018 09:47:01:984     12778     
131      DUMMY60          53 C5 00 08 31 EB A6 B2 45 7F 00 60 00 05 0F 8B 00 00 00 00 00 00 E9 E4                                           2018     649217407     04/28/2018 09:47:01:984     12779     
132      DUMMY60          E9 E4 00 08 31 EC A6 B2 45 7F 00 60 00 06 0F 8B 00 00 00 00 00 00 86 2E                                           2018     649217407     04/28/2018 09:47:01:984     12780     
133      DUMMY60          86 2E 00 08 31 ED A6 B2 45 7F 00 60 00 07 0F 8B 00 00 00 00 00 00 D4 B3                                           2018     649217407     04/28/2018 09:47:01:984     12781     
134      DUMMY60          D4 B3 00 08 31 EE A6 B2 45 7F 00 60 00 09 0F 8B 00 00 00 00 00 00 E0 54                                           2018     649217407     04/28/2018 09:47:01:984     12782     
135      DUMMY60          E0 54 00 08 31 EF A6 B2 45 7F 00 60 00 0A 0F 8B 00 00 00 00 00 00 84 F9                                           2018     649217407     04/28/2018 09:47:01:984     12783     
136      DUMMY60          84 F9 00 08 31 F0 A6 B2 45 7F 00 60 00 0B 0F 8B 00 00 00 00 00 00 DA BF                                           2018     649217407     04/28/2018 09:47:01:984     12784     
137      DUMMY60          DA BF 00 08 31 F1 A6 B2 45 7F 00 60 00 0C 0F 8B 00 00 00 00 00 00 F6 B8                                           2018     649217407     04/28/2018 09:47:01:984     12785     
138      DUMMY60          F6 B8 00 08 31 F2 A6 B2 45 7F 00 60 00 0D 0F 8B 00 00 00 00 00 00 B6 72                                           2018     649217407     04/28/2018 09:47:01:984     12786     
139      DUMMY60          B6 72 00 08 31 F3 A6 B2 45 7F 00 60 00 0E 0F 8B 00 00 00 00 00 00 07 AF                                           2018     649217407     04/28/2018 09:47:01:984     12787     
140      DUMMY60          07 AF 00 08 31 F4 A6 B2 45 7F 00 60 00 0F 0F 8B 00 00 00 00 00 00 40 E8                                           2018     649217407     04/28/2018 09:47:01:984     12788     
141      DUMMY60          40 E8 00 08 31 F5 A6 B2 45 7F 00 60 00 10 0F 8B 00 00 00 00 00 00 4D 25                                           2018     649217407     04/28/2018 09:47:01:984     12789     
142      DUMMY60          4D 25 00 08 31 F6 A6 B2 45 7F 00 60 00 11 0F 8B 00 00 00 00 00 00 53 BB                                           2018     649217407     04/28/2018 09:47:01:984     12790     
143      DUMMY60          53 BB 00 08 31 F7 A6 B2 45 7F 00 60 00 12 0F 8B 00 00 00 00 00 00 5A 28                                           2018     649217407     04/28/2018 09:47:01:984     12791     
